"exchange","coin"
"Coinse","FETISH"
"Coinse","BET"
"Coinse","VRC"
"Coinse","SBC"
"Coinse","KGC"
"Coinse","LTC"
"Coinse","EMD"
"Coinse","NAN"
"Coinse","UNO"
"Coinse","RU"
"Coinse","ANC"
"Coinse","CRYPT"
"Coinse","UFO"
"Coinse","MAX"
"Coinse","GLYPH"
"Coinse","FRK"
"Coinse","AUR"
"Coinse","NRB"
"Coinse","POW"
"Coinse","FST"
"Coinse","RED"
"Coinse","MEC"
"Coinse","CINNI"
"Coinse","ELP"
"Coinse","WDC"
"Coinse","CZC"
"Coinse","DTC"
"Coinse","MARYJ"
"Coinse","ZET"
"Coinse","VAULT"
"Coinse","MARS"
"Coinse","SPT"
"Coinse","BALLS"
"Coinse","PIMP"
"Coinse","COL"
"Coinse","RIPO"
"Coinse","WC"
"Coinse","HAL"
"Coinse","CARBON"
"MonetaGo","BTC"
"Gatecoin","HGT"
"Gatecoin","ETH"
"Gatecoin","KEY"
"Gatecoin","MGO"
"Gatecoin","AVT"
"Gatecoin","ADX"
"Gatecoin","SNGLS"
"Gatecoin","SLT"
"Gatecoin","BTC"
"Gatecoin","IND"
"Gatecoin","BCP"
"Gatecoin","REAL"
"Gatecoin","LOC"
"Gatecoin","LTC"
"Gatecoin","SNT"
"Gatecoin","IFT"
"Gatecoin","GAT"
"Gatecoin","BCH"
"Gatecoin","WGS"
"Gatecoin","ICN"
"Gatecoin","AST"
"Gatecoin","REP"
"Gatecoin","TRA"
"Gatecoin","MCO"
"Gatecoin","MAN"
"Gatecoin","PIX"
"Gatecoin","LEV"
"Gatecoin","ZRX"
"Gatecoin","FLI"
"Gatecoin","RLC"
"Gatecoin","DGD"
"Gatecoin","GTO"
"Gatecoin","CDT"
"Gatecoin","PAY"
"Gatecoin","GUP"
"Gatecoin","DAI"
"Gatecoin","TRX"
"Gatecoin","1ST"
"Gemini","BTC"
"Gemini","ETH"
"CCEDK","QORA"
"CCEDK","FIMK"
"CCEDK","NBT"
"CCEDK","DOGE"
"CCEDK","LTC"
"CCEDK","DASH"
"CCEDK","NXT"
"CCEDK","USNBT"
"CCEDK","US-NBT"
"CCEDK","NSR"
"CCEDK","BITUSD"
"CCEDK","OBITS"
"CCEDK","BTC"
"CCEDK","PPC"
"CCEDK","XRP"
"CCEDK","BITCNY"
"CCEDK","CCS"
"CCEDK","BLK"
"CCEDK","BKS"
"CCEDK","BTS"
"CCEDK","BITEUR"
"CCEDK","BTSR"
"Cryptopia","42"
"Cryptopia","66"
"Cryptopia","300"
"Cryptopia","611"
"Cryptopia","808"
"Cryptopia","888"
"Cryptopia","1337"
"Cryptopia","HAC"
"Cryptopia","STV"
"Cryptopia","PND"
"Cryptopia","RNS"
"Cryptopia","WBB"
"Cryptopia","CETI"
"Cryptopia","4CHN"
"Cryptopia","BUN"
"Cryptopia","SJW"
"Cryptopia","ANTI"
"Cryptopia","DOGED"
"Cryptopia","PEPE"
"Cryptopia","GCN"
"Cryptopia","TRC"
"Cryptopia","LYC"
"Cryptopia","AUR"
"Cryptopia","IRL"
"Cryptopia","MRSA"
"Cryptopia","LEAF"
"Cryptopia","NET"
"Cryptopia","FAME"
"Cryptopia","QBT"
"Cryptopia","PIGGY"
"Cryptopia","MRY"
"Cryptopia","EFL"
"Cryptopia","MAR"
"Cryptopia","TIC"
"Cryptopia","DASH"
"Cryptopia","8BIT"
"Cryptopia","BXC"
"Cryptopia","MTLMC"
"Cryptopia","EVO"
"Cryptopia","CAP"
"Cryptopia","TRBO"
"Cryptopia","SFC"
"Cryptopia","MYR"
"Cryptopia","DEUS"
"Cryptopia","WILD"
"Cryptopia","XPL"
"Cryptopia","EBG"
"Cryptopia","C2"
"Cryptopia","BGR"
"Cryptopia","OPAL"
"Cryptopia","CBD"
"Cryptopia","START"
"Cryptopia","AC"
"Cryptopia","SCD"
"Cryptopia","GRW"
"Cryptopia","DGB"
"Cryptopia","DON"
"Cryptopia","UMO"
"Cryptopia","CHC"
"Cryptopia","NTRN"
"Cryptopia","020"
"Cryptopia","INFX"
"Cryptopia","JBS"
"Cryptopia","LDC*"
"Cryptopia","CRUR"
"Cryptopia","UR"
"Cryptopia","XJO"
"Cryptopia","BTCS"
"Cryptopia","ZET"
"Cryptopia","DBIC"
"Cryptopia","FLT"
"Cryptopia","CX"
"Cryptopia","OFF"
"Cryptopia","SOON"
"Cryptopia","VISIO"
"Cryptopia","$$$"
"Cryptopia","HYPER"
"Cryptopia","STRC"
"Cryptopia","BOSON"
"Cryptopia","XVI"
"Cryptopia","MNM"
"Cryptopia","FTCC"
"Cryptopia","MGX"
"Cryptopia","LINDA"
"Cryptopia","CPNC"
"Cryptopia","ALIS"
"Cryptopia","DCR"
"Cryptopia","BSTY"
"Cryptopia","ELP"
"Cryptopia","ELS"
"Cryptopia","ZEIT"
"Cryptopia","CORG"
"Cryptopia","CAPP"
"Cryptopia","V"
"Cryptopia","XCXT"
"Cryptopia","DIVX"
"Cryptopia","SDRN"
"Cryptopia","ZEC"
"Cryptopia","FRN"
"Cryptopia","LOOK"
"Cryptopia","SLOTH"
"Cryptopia","PHS"
"Cryptopia","POLIS"
"Cryptopia","ESP"
"Cryptopia","NOTE"
"Cryptopia","KRB"
"Cryptopia","KRC"
"Cryptopia","FUNK"
"Cryptopia","NXS"
"Cryptopia","AMBER"
"Cryptopia","BENJI"
"Cryptopia","CMT"
"Cryptopia","VRM"
"Cryptopia","ONEC"
"Cryptopia","BRO"
"Cryptopia","DOGE"
"Cryptopia","CTIC3"
"Cryptopia","VGC"
"Cryptopia","IW"
"Cryptopia","DARK"
"Cryptopia","PLC"
"Cryptopia","ELC"
"Cryptopia","ADC"
"Cryptopia","DGORE"
"Cryptopia","VPRC"
"Cryptopia","NAV"
"Cryptopia","MUE"
"Cryptopia","XRY"
"Cryptopia","BAY"
"Cryptopia","GUN"
"Cryptopia","AEON"
"Cryptopia","OOO"
"Cryptopia","XZC"
"Cryptopia","ABC"
"Cryptopia","BTB"
"Cryptopia","XBY"
"Cryptopia","KED"
"Cryptopia","TOP"
"Cryptopia","SHND"
"Cryptopia","ECA"
"Cryptopia","TOK"
"Cryptopia","CTR"
"Cryptopia","TAJ"
"Cryptopia","MCC"
"Cryptopia","CRYPT"
"Cryptopia","FIBRE"
"Cryptopia","XMR"
"Cryptopia","PLR"
"Cryptopia","CRC**"
"Cryptopia","PINK"
"Cryptopia","EQT"
"Cryptopia","TIPS"
"Cryptopia","PASC"
"Cryptopia","ZAP"
"Cryptopia","MINT"
"Cryptopia","ELM"
"Cryptopia","NBT"
"Cryptopia","BRC"
"Cryptopia","NVC"
"Cryptopia","LINX"
"Cryptopia","NEVA"
"Cryptopia","BSY"
"Cryptopia","NAMO"
"Cryptopia","MOTO"
"Cryptopia","AU"
"Cryptopia","TEK"
"Cryptopia","LEPEN"
"Cryptopia","LEMON"
"Cryptopia","NETKO"
"Cryptopia","LBC"
"Cryptopia","CNO"
"Cryptopia","FRY"
"Cryptopia","POLL"
"Cryptopia","MOON"
"Cryptopia","MOIN"
"Cryptopia","TTC"
"Cryptopia","PFC"
"Cryptopia","XCT"
"Cryptopia","VOISE"
"Cryptopia","INPAY"
"Cryptopia","SAK"
"Cryptopia","BUMBA"
"Cryptopia","CEFS"
"Cryptopia","UNITS"
"Cryptopia","LTCU"
"Cryptopia","BIP"
"Cryptopia","GLD"
"Cryptopia","BLC"
"Cryptopia","ICB"
"Cryptopia","MEC"
"Cryptopia","MYB"
"Cryptopia","EC"
"Cryptopia","VRC"
"Cryptopia","CV2"
"Cryptopia","FFC"
"Cryptopia","VIT"
"Cryptopia","NMS"
"Cryptopia","DEAF"
"Cryptopia","DMB"
"Cryptopia","HYP"
"Cryptopia","XMG"
"Cryptopia","RBY"
"Cryptopia","RED"
"Cryptopia","PR"
"Cryptopia","RC"
"Cryptopia","ALL"
"Cryptopia","SAFEX"
"Cryptopia","MEOW"
"Cryptopia","PTC"
"Cryptopia","STX"
"Cryptopia","EDRC"
"Cryptopia","AC3"
"Cryptopia","CDN"
"Cryptopia","ARC"
"Cryptopia","TOA"
"Cryptopia","WISH"
"Cryptopia","NMC"
"Cryptopia","GNT"
"Cryptopia","TZC"
"Cryptopia","GRE"
"Cryptopia","SOIL"
"Cryptopia","CTIC2"
"Cryptopia","XPTX"
"Cryptopia","PENG"
"Cryptopia","CAPT"
"Cryptopia","XVG"
"Cryptopia","PIVX"
"Cryptopia","XCO"
"Cryptopia","RICKS"
"Cryptopia","SKC"
"Cryptopia","JET"
"Cryptopia","BBR"
"Cryptopia","SONG"
"Cryptopia","COE"
"Cryptopia","TRL"
"Cryptopia","CLAM"
"Cryptopia","OPC"
"Cryptopia","ORB"
"Cryptopia","ADD"
"Cryptopia","RKC"
"Cryptopia","BNC"
"Cryptopia","COR"
"Cryptopia","KDC"
"Cryptopia","MDOGE"
"Cryptopia","XPM"
"Cryptopia","GLC"
"Cryptopia","LANA"
"Cryptopia","MCL"
"Cryptopia","EMB"
"Cryptopia","DCY"
"Cryptopia","SPT"
"Cryptopia","SAGA"
"Cryptopia","BOB*"
"Cryptopia","IEC"
"Cryptopia","BTCD"
"Cryptopia","FCT"
"Cryptopia","WHIPPED"
"Cryptopia","KBR"
"Cryptopia","CAGE"
"Cryptopia","XWC"
"Cryptopia","SPN"
"Cryptopia","FUZZ"
"Cryptopia","CDC"
"Cryptopia","WW"
"Cryptopia","CRX"
"Cryptopia","CHAO"
"Cryptopia","FONZ"
"Cryptopia","PCC"
"Cryptopia","DGDC"
"Cryptopia","QWARK"
"Cryptopia","STRAT"
"Cryptopia","IN"
"Cryptopia","TRK"
"Cryptopia","JANE"
"Cryptopia","SWING"
"Cryptopia","EDC"
"Cryptopia","ACOIN"
"Cryptopia","SMART"
"Cryptopia","ERSO"
"Cryptopia","XBTS"
"Cryptopia","TRI"
"Cryptopia","XMCC"
"Cryptopia","ARK"
"Cryptopia","EMD"
"Cryptopia","PROC"
"Cryptopia","KRONE"
"Cryptopia","SANDG"
"Cryptopia","CHESS"
"Cryptopia","DIRTY"
"Cryptopia","SBC"
"Cryptopia","ETC"
"Cryptopia","QRK"
"Cryptopia","RUP"
"Cryptopia","HOLD*"
"Cryptopia","SPR"
"Cryptopia","BSD*"
"Cryptopia","EVR"
"Cryptopia","CAR"
"Cryptopia","VSM"
"Cryptopia","LDOGE"
"Cryptopia","GDC"
"Cryptopia","POSW"
"Cryptopia","ETN"
"Cryptopia","XDC"
"Cryptopia","BLZ*"
"Cryptopia","FLY"
"Cryptopia","XMY"
"Cryptopia","TX"
"Cryptopia","SVC"
"Cryptopia","NSR"
"Cryptopia","ADST"
"Cryptopia","BTA"
"Cryptopia","SKR"
"Cryptopia","HXX"
"Cryptopia","VIDZ"
"Cryptopia","PSB"
"Cryptopia","BAT"
"Cryptopia","MDC"
"Cryptopia","XSPEC"
"Cryptopia","DBET"
"Cryptopia","FAZZ"
"Cryptopia","LEA"
"Cryptopia","BCN"
"Cryptopia","KING"
"Cryptopia","LOT"
"Cryptopia","BEST"
"Cryptopia","B@"
"Cryptopia","KARM"
"Cryptopia","RDD"
"Cryptopia","BCF"
"Cryptopia","FETISH"
"Cryptopia","OMG"
"Cryptopia","VCC"
"Cryptopia","POT"
"Cryptopia","LIZI"
"Cryptopia","MCRN"
"Cryptopia","TIT"
"Cryptopia","TATO"
"Cryptopia","SCL"
"Cryptopia","FST"
"Cryptopia","XGOX"
"Cryptopia","XDE2"
"Cryptopia","ETT"
"Cryptopia","KUSH"
"Cryptopia","GNO"
"Cryptopia","SMLY"
"Cryptopia","STRB"
"Cryptopia","GAP"
"Cryptopia","CRBIT"
"Cryptopia","OSC"
"Cryptopia","LTB"
"Cryptopia","ORME"
"Cryptopia","ETHD"
"Cryptopia","ANI"
"Cryptopia","BLK"
"Cryptopia","HAV"
"Cryptopia","NIRO"
"Cryptopia","MNE"
"Cryptopia","BVB"
"Cryptopia","WSX"
"Cryptopia","SKY"
"Cryptopia","NTC"
"Cryptopia","IXC"
"Cryptopia","IMS"
"Cryptopia","BOLI"
"Cryptopia","BTX"
"Cryptopia","HUSH"
"Cryptopia","MST"
"Cryptopia","PAK"
"Cryptopia","FORT"
"Cryptopia","XRB"
"Cryptopia","WDC"
"Cryptopia","PAC"
"Cryptopia","SQL"
"Cryptopia","DGC"
"Cryptopia","FC2"
"Cryptopia","CLOAK"
"Cryptopia","ASAFE"
"Cryptopia","FJC"
"Cryptopia","ZEN"
"Cryptopia","FLN"
"Cryptopia","PING"
"Cryptopia","EXP"
"Cryptopia","WLC"
"Cryptopia","CORG-OLD"
"Cryptopia","EGC"
"Cryptopia","XRE"
"Cryptopia","SPRTS"
"Cryptopia","CFC"
"Cryptopia","CFT"
"Cryptopia","APX"
"Cryptopia","USNBT"
"Cryptopia","HST"
"Cryptopia","GAME"
"Cryptopia","DNET"
"Cryptopia","RBT"
"Cryptopia","FLASH"
"Cryptopia","FLAX"
"Cryptopia","IQT"
"Cryptopia","ACP"
"Cryptopia","FOOT"
"Cryptopia","COAL"
"Cryptopia","TRUMP"
"Cryptopia","SXC"
"Cryptopia","BIC"
"Cryptopia","TTY"
"Cryptopia","DIME"
"Cryptopia","21M"
"Cryptopia","INCNT"
"Cryptopia","BITB"
"Cryptopia","R"
"Cryptopia","SIGT"
"Cryptopia","MONK"
"Cryptopia","BOP"
"Cryptopia","ZER"
"Cryptopia","ZSE"
"Cryptopia","XGR"
"Cryptopia","CC"
"Cryptopia","ARG"
"Cryptopia","UNB"
"Cryptopia","SLG"
"Cryptopia","MCI"
"Cryptopia","USD"
"Cryptopia","FTC"
"Cryptopia","FRC"
"Cryptopia","UIS"
"Cryptopia","BCH"
"Cryptopia","LIMX"
"Cryptopia","BNX"
"Cryptopia","RAIN"
"Cryptopia","BAT*"
"Cryptopia","XEM"
"Cryptopia","IPC"
"Cryptopia","PXC"
"Cryptopia","CGN"
"Cryptopia","GEO"
"Cryptopia","UBQ"
"Cryptopia","I0C"
"Cryptopia","XCRE"
"Cryptopia","NOBL"
"Cryptopia","ATH"
"Cryptopia","DAS"
"Cryptopia","XBL"
"Cryptopia","RPC"
"Cryptopia","HIRO"
"Cryptopia","KUMA"
"Cryptopia","MTNC"
"Cryptopia","POP"
"Cryptopia","BCPT"
"Cryptopia","SYNX"
"Cryptopia","NKA"
"Cryptopia","MLNC"
"Cryptopia","OX"
"Cryptopia","BITG"
"Cryptopia","CPN"
"Cryptopia","UNO"
"Cryptopia","TES"
"Cryptopia","PUT"
"Cryptopia","Q2C"
"Cryptopia","SPACE"
"Cryptopia","SC"
"Cryptopia","POST"
"Cryptopia","CAT1"
"Cryptopia","CON"
"Cryptopia","DNR"
"Cryptopia","UNIC"
"Cryptopia","BEEZ"
"Cryptopia","PLX"
"Cryptopia","GPU"
"Cryptopia","BDSM"
"Cryptopia","DOPE"
"Cryptopia","DBIX"
"Cryptopia","KEK"
"Cryptopia","BTI"
"Cryptopia","BERN"
"Cryptopia","ZCL"
"Cryptopia","ODN"
"Cryptopia","MZC"
"Cryptopia","SHRM"
"Cryptopia","BTG*"
"Cryptopia","WAVES"
"Cryptopia","MER"
"Cryptopia","MAGE"
"Cryptopia","IC"
"Cryptopia","VERGE"
"Cryptopia","SCN"
"Cryptopia","DRP"
"Cryptopia","MLITE"
"Cryptopia","XRA"
"Cryptopia","DMD"
"Cryptopia","KMD"
"Cryptopia","NNC"
"Cryptopia","ERY"
"Cryptopia","YOVI"
"Cryptopia","GAY"
"Cryptopia","G3N"
"Cryptopia","STC"
"Cryptopia","ARGUS"
"Cryptopia","GEERT"
"Cryptopia","CMPCO"
"Cryptopia","GXG"
"Cryptopia","KASH"
"Cryptopia","KIWI"
"Cryptopia","POWR"
"Cryptopia","GP"
"Cryptopia","MARS"
"Cryptopia","GMC"
"Cryptopia","HAM"
"Cryptopia","CRAVE*"
"Cryptopia","EMC"
"Cryptopia","ATMS"
"Cryptopia","PIRL"
"Cryptopia","DOT"
"Cryptopia","INN"
"Cryptopia","ATOM"
"Cryptopia","DPP"
"Cryptopia","ZDASH"
"Cryptopia","CANN"
"Cryptopia","COMP"
"Cryptopia","VIVO"
"Cryptopia","CQST"
"Cryptopia","HBN"
"Cryptopia","SAND"
"Cryptopia","BITZ"
"Cryptopia","ICOB"
"Cryptopia","MAGN"
"Cryptopia","ANC"
"Cryptopia","QTL"
"Cryptopia","DSH*"
"Cryptopia","PCOIN"
"Cryptopia","KOBO"
"Cryptopia","COPPER"
"Cryptopia","IMPCH"
"Cryptopia","XFT"
"Cryptopia","WEED"
"Cryptopia","AGA"
"Cryptopia","ZOI"
"Cryptopia","XPD"
"Cryptopia","EXC"
"Cryptopia","MTL"
"Cryptopia","TPAY"
"Cryptopia","XBC"
"Cryptopia","BRG"
"Cryptopia","LCP"
"Cryptopia","DNA"
"Cryptopia","GRN"
"Cryptopia","DEV"
"Cryptopia","ETH"
"Cryptopia","EVIL"
"Cryptopia","ONION"
"Cryptopia","QUIT"
"Cryptopia","XCI"
"Cryptopia","GBYTE"
"Cryptopia","CCB"
"Cryptopia","UNIT"
"Cryptopia","BIRD"
"Cryptopia","HC"
"Cryptopia","MAC"
"Cryptopia","GNR"
"Cryptopia","CBX"
"Cryptopia","GOKU"
"Cryptopia","DUCK"
"Cryptopia","BDL"
"Cryptopia","SRC"
"Cryptopia","XST"
"Cryptopia","HAL"
"Cryptopia","EPC"
"Cryptopia","OTN"
"Cryptopia","VUC"
"Cryptopia","GRE-OLD"
"Cryptopia","MIN"
"Cryptopia","DIBC"
"Cryptopia","PHR*"
"Cryptopia","BPL"
"Cryptopia","OTX"
"Cryptopia","PHO"
"Cryptopia","SIB"
"Cryptopia","GBN"
"Cryptopia","SEL"
"Cryptopia","NYAN"
"Cryptopia","9555$"
"Cryptopia","LTC"
"Cryptopia","KURT"
"Cryptopia","MAID"
"Cryptopia","NLG"
"Cryptopia","IFC"
"Cryptopia","BIS"
"Cryptopia","EUC"
"Cryptopia","ACC"
"Cryptopia","AURS"
"Cryptopia","BITS"
"Cryptopia","TIX"
"Cryptopia","SUMO"
"Cryptopia","GBX"
"Cryptopia","GPL"
"Cryptopia","FCN"
"Cryptopia","PXI"
"Cryptopia","GRS"
"Cryptopia","DRXNE"
"Cryptopia","LFTC"
"Cryptopia","TSE"
"Cryptopia","CAT"
"Cryptopia","GAIA"
"Cryptopia","PIE"
"Cryptopia","WRC*"
"Cryptopia","MUSIC"
"Cryptopia","KAYI"
"Cryptopia","GRC"
"Cryptopia","CSC"
"Cryptopia","MOJO"
"Cryptopia","LUX"
"Cryptopia","INSN"
"Cryptopia","TRADE"
"Cryptopia","HEAT"
"Cryptopia","NKT"
"Cryptopia","LIT"
"Cryptopia","CNNC"
"Cryptopia","CHIEF"
"Cryptopia","B3"
"Cryptopia","DALC"
"Cryptopia","ARI"
"Cryptopia","ALEX"
"Cryptopia","DUO"
"Cryptopia","REP"
"Cryptopia","SHA"
"Cryptopia","MBRS"
"Cryptopia","PASL"
"Cryptopia","OK"
"Cryptopia","CUBE"
"Cryptopia","CACH"
"Cryptopia","STN"
"Cryptopia","ECOB"
"Cryptopia","CMP"
"Cryptopia","IFLT"
"Cryptopia","ENJ"
"Cryptopia","QTUM"
"Cryptopia","MATRX"
"Cryptopia","ELLA"
"Cryptopia","BTDX"
"Cryptopia","MINEX"
"Cryptopia","DEM"
"Cryptopia","TOR"
"Cryptopia","RIYA"
"Cryptopia","DAXX"
"Cryptopia","HBC"
"Cryptopia","KGB"
"Cryptopia","RBBT"
"Cryptopia","NEBL"
"Cryptopia","LEO"
"Cryptopia","BUCKS"
"Cryptopia","SKIN"
"Cryptopia","XLR"
"Cryptopia","PRL"
"Cryptopia","XID"
"Cryptopia","WC"
"Cryptopia","ORO"
"Cryptopia","DFS"
"Cryptopia","AMP"
"Cryptopia","CRC***"
"Cryptopia","BTM*"
"Cryptopia","MGO"
"Cryptopia","IOU"
"Cryptopia","IZE"
"Cryptopia","GRWI"
"Cryptopia","PPC"
"Cryptopia","NDAO"
"Cryptopia","OZC"
"Cryptopia","BVC"
"Cryptopia","SDC"
"Cryptopia","UTC"
"Cryptopia","EMC2"
"Cryptopia","PBL"
"Cryptopia","DCN"
"Cryptopia","MSP"
"Cryptopia","SCORE"
"Cryptopia","CREA"
"Cryptopia","NEO"
"Cryptopia","HSR"
"Cryptopia","RBX"
"Cryptopia","LBTC"
"Cryptopia","CCN"
"Cryptopia","ETB"
"Cryptopia","IFT"
"Cryptopia","CIR"
"Cryptopia","CJ"
"Cryptopia","NLC2"
"Cryptopia","UNIFY"
"Cryptopia","XLC"
"Cryptopia","CRM"
"Cryptopia","EDDIE"
"Cryptopia","PURA"
"Cryptopia","KNC"
"Cryptopia","CST"
"Cryptopia","HDLB"
"Cryptopia","MARX"
"Cryptopia","BWK"
"Cryptopia","PAY"
"Cryptopia","BTD"
"Cryptopia","UFR"
"Cryptopia","CXT"
"Cryptopia","SKR*"
"Cryptopia","DP"
"Cryptopia","TER"
"Cryptopia","ALT"
"Cryptopia","MBIT"
"Cryptopia","CHAN"
"Cryptopia","CREDIT"
"Cryptopia","42OLD"
"Cryptopia","XCPO"
"Cryptopia","DDF"
"Cryptopia","SCT"
"Cryptopia","ARCO"
"Cryptopia","ABY"
"Cryptopia","TGC"
"Cryptopia","SMC"
"Cryptopia","SEND"
"Cryptopia","HUN"
"Cryptopia","SPANK"
"Cryptopia","DGPT"
"Cryptopia","ORE"
"Cryptopia","TRX"
"Cryptopia","DRPU"
"Cryptopia","CREAM"
"Cryptopia","FCN*"
"Cryptopia","BON*"
"Cryptopia","ECO"
"Cryptopia","CAN"
"Cryptopia","NZDT"
"Cryptopia","ITI"
"Cryptopia","BTC"
"Cryptopia","CL"
"Exmo","DASH"
"Exmo","BCH"
"Exmo","ETH"
"Exmo","USDT"
"Exmo","LTC"
"Exmo","BTC"
"Exmo","DOGE"
"Exmo","ETC"
"Exmo","ZEC"
"Exmo","EUR"
"Exmo","WAVES"
"Exmo","XRP"
"Exmo","USD"
"Exmo","KICK"
"Exmo","XMR"
"Yobit","256"
"Yobit","365"
"Yobit","404"
"Yobit","700"
"Yobit","888"
"Yobit","1337"
"Yobit","2015"
"Yobit","OK"
"Yobit","LUCKY"
"Yobit","LOOT"
"Yobit","KGB"
"Yobit","FRN"
"Yobit","CG"
"Yobit","GAIN"
"Yobit","NLG"
"Yobit","FIDGT"
"Yobit","BPOK"
"Yobit","PARA"
"Yobit","CREDIT"
"Yobit","LTS"
"Yobit","JANE"
"Yobit","CRAB"
"Yobit","PX"
"Yobit","ATB"
"Yobit","SQL"
"Yobit","BTCU"
"Yobit","QBC"
"Yobit","MARX"
"Yobit","ZMC"
"Yobit","XOC"
"Yobit","GIFT"
"Yobit","VTC"
"Yobit","XDE2"
"Yobit","EA"
"Yobit","NIXON"
"Yobit","CSMIC"
"Yobit","XIOS"
"Yobit","HAWK"
"Yobit","XGTC"
"Yobit","WGR"
"Yobit","PRX"
"Yobit","SMBR"
"Yobit","ALL"
"Yobit","ZET2"
"Yobit","CBD"
"Yobit","XRL"
"Yobit","ICOB"
"Yobit","QTM"
"Yobit","CARBON"
"Yobit","BTCUN"
"Yobit","EPC"
"Yobit","XDE"
"Yobit","ISL"
"Yobit","BNT"
"Yobit","CRPS"
"Yobit","DCR"
"Yobit","KC"
"Yobit","NKC"
"Yobit","VAPOR"
"Yobit","PIPR"
"Yobit","INPAY"
"Yobit","BNB*"
"Yobit","RCN*"
"Yobit","CB"
"Yobit","XSP"
"Yobit","SPX"
"Yobit","LOC"
"Yobit","SONG"
"Yobit","XAU"
"Yobit","STONK"
"Yobit","USC"
"Yobit","LIV"
"Yobit","ILM"
"Yobit","GREED"
"Yobit","TES**"
"Yobit","ERR"
"Yobit","PAC"
"Yobit","LOOK"
"Yobit","BTCM"
"Yobit","CLR*"
"Yobit","DCRE"
"Yobit","CAPT"
"Yobit","BTCRY"
"Yobit","CYT"
"Yobit","IFT"
"Yobit","REPC"
"Yobit","VEC2"
"Yobit","NETC"
"Yobit","SP"
"Yobit","CHRG"
"Yobit","SHRM"
"Yobit","ZET"
"Yobit","TAM"
"Yobit","RATIO"
"Yobit","BSC"
"Yobit","MOTO"
"Yobit","LEPEN"
"Yobit","STEPS"
"Yobit","GUESS"
"Yobit","VEC"
"Yobit","ZEIT"
"Yobit","NTK"
"Yobit","P7C"
"Yobit","DTT**"
"Yobit","PYN"
"Yobit","YBC"
"Yobit","BLU"
"Yobit","TWO"
"Yobit","TOT"
"Yobit","FAZZ"
"Yobit","VOYA"
"Yobit","KIDS"
"Yobit","NBIT"
"Yobit","VLT"
"Yobit","RUC"
"Yobit","MAPC"
"Yobit","DGORE"
"Yobit","ZRC"
"Yobit","FUNK"
"Yobit","F16"
"Yobit","UIS"
"Yobit","LOCX"
"Yobit","MAT*"
"Yobit","BLUS"
"Yobit","VAL"
"Yobit","SDAO"
"Yobit","MAO"
"Yobit","CLUB"
"Yobit","GER"
"Yobit","ELITE"
"Yobit","RNC"
"Yobit","POWER"
"Yobit","TKTX"
"Yobit","SWEET"
"Yobit","BATL"
"Yobit","EVIL"
"Yobit","BTG"
"Yobit","CTIC2"
"Yobit","DUO"
"Yobit","BILL"
"Yobit","POKE"
"Yobit","BBCC"
"Yobit","BTTF"
"Yobit","SCRPT"
"Yobit","DPAY"
"Yobit","TDS"
"Yobit","TSE"
"Yobit","BOSON"
"Yobit","NEBU"
"Yobit","MIRO"
"Yobit","VIA"
"Yobit","BAM"
"Yobit","SHRP"
"Yobit","ZENI"
"Yobit","KUBO"
"Yobit","DRM"
"Yobit","BITS"
"Yobit","FNTB"
"Yobit","HXX"
"Yobit","ACOIN"
"Yobit","BRAT"
"Yobit","FIST"
"Yobit","STV"
"Yobit","MIS"
"Yobit","WCASH"
"Yobit","KASHH"
"Yobit","SH"
"Yobit","COC"
"Yobit","HIFUN"
"Yobit","ACP"
"Yobit","ZLQ"
"Yobit","NET**"
"Yobit","RPC"
"Yobit","EPY"
"Yobit","ETRUST"
"Yobit","WOMEN"
"Yobit","RCX"
"Yobit","SKULL"
"Yobit","GOD"
"Yobit","RICE"
"Yobit","ELC"
"Yobit","GP"
"Yobit","VULC"
"Yobit","BOLI"
"Yobit","EMP"
"Yobit","XTR"
"Yobit","XFCX"
"Yobit","PPC"
"Yobit","SIC"
"Yobit","BTV"
"Yobit","DEM"
"Yobit","TWERK"
"Yobit","KUSH"
"Yobit","VNTX"
"Yobit","N2O"
"Yobit","ATM*"
"Yobit","ACES"
"Yobit","VCOIN"
"Yobit","ZECD"
"Yobit","XMG"
"Yobit","RIDE"
"Yobit","BIGUP"
"Yobit","LITE"
"Yobit","GCC"
"Yobit","NPC"
"Yobit","MENTAL"
"Yobit","B3"
"Yobit","BRAIN"
"Yobit","WAVES"
"Yobit","TENNET"
"Yobit","AMM"
"Yobit","TRANSF"
"Yobit","FONZ"
"Yobit","BOOM"
"Yobit","OPES"
"Yobit","XPS"
"Yobit","ARCX"
"Yobit","KAT"
"Yobit","UBTC"
"Yobit","NZC"
"Yobit","METAL"
"Yobit","SSTC"
"Yobit","GSY"
"Yobit","SANDG"
"Yobit","XLTCG"
"Yobit","CTK"
"Yobit","BCP"
"Yobit","RID"
"Yobit","NETKO"
"Yobit","APT"
"Yobit","TOOL"
"Yobit","BVC"
"Yobit","CRM"
"Yobit","ECLI"
"Yobit","CPC"
"Yobit","GLUCK"
"Yobit","FLVR"
"Yobit","MVC"
"Yobit","PXL"
"Yobit","FPC"
"Yobit","BITOK"
"Yobit","POM"
"Yobit","CXT"
"Yobit","INGT"
"Yobit","SMF"
"Yobit","LTH"
"Yobit","TOKC"
"Yobit","BEEP"
"Yobit","MOOND"
"Yobit","BM*"
"Yobit","PRM"
